name,url
pre-commit,https://files.jcrt.org/.githooks/pre-commit
9780593493205.pdf,https://files.jcrt.org/9780593493205.pdf
crockett.pdf,https://files.jcrt.org/archives/01.1/crockett.pdf
kavka.pdf,https://files.jcrt.org/archives/01.1/kavka.pdf
lambert.pdf,https://files.jcrt.org/archives/01.1/lambert.pdf
lee.pdf,https://files.jcrt.org/archives/01.1/lee.pdf
raschke.pdf,https://files.jcrt.org/archives/01.1/raschke.pdf
reinhard_lupton.pdf,https://files.jcrt.org/archives/01.1/reinhard_lupton.pdf
vahanian.pdf,https://files.jcrt.org/archives/01.1/vahanian.pdf
winquist.pdf,https://files.jcrt.org/archives/01.1/winquist.pdf
young.pdf,https://files.jcrt.org/archives/01.1/young.pdf
adcock.pdf,https://files.jcrt.org/archives/01.2/adcock.pdf
canning.pdf,https://files.jcrt.org/archives/01.2/canning.pdf
long.pdf,https://files.jcrt.org/archives/01.2/long.pdf
lorentzen.pdf,https://files.jcrt.org/archives/01.2/lorentzen.pdf
nvahanian.pdf,https://files.jcrt.org/archives/01.2/nvahanian.pdf
ruf.pdf,https://files.jcrt.org/archives/01.2/ruf.pdf
smith.pdf,https://files.jcrt.org/archives/01.2/smith.pdf
taylor.pdf,https://files.jcrt.org/archives/01.2/taylor.pdf
wyschogrod_raschke.pdf,https://files.jcrt.org/archives/01.2/wyschogrod_raschke.pdf
caputo.pdf,https://files.jcrt.org/archives/01.3/caputo.pdf
carpenter.pdf,https://files.jcrt.org/archives/01.3/carpenter.pdf
crockett.pdf,https://files.jcrt.org/archives/01.3/crockett.pdf
dicenso.pdf,https://files.jcrt.org/archives/01.3/dicenso.pdf
game.pdf,https://files.jcrt.org/archives/01.3/game.pdf
kosky.pdf,https://files.jcrt.org/archives/01.3/kosky.pdf
metcalfe.pdf,https://files.jcrt.org/archives/01.3/metcalfe.pdf
richard.pdf,https://files.jcrt.org/archives/01.3/richard.pdf
strysick.pdf,https://files.jcrt.org/archives/01.3/strysick.pdf
weiss.pdf,https://files.jcrt.org/archives/01.3/weiss.pdf
halpern.pdf,https://files.jcrt.org/archives/02.1/halpern.pdf
lambert.pdf,https://files.jcrt.org/archives/02.1/lambert.pdf
lupton.pdf,https://files.jcrt.org/archives/02.1/lupton.pdf
ochs.pdf,https://files.jcrt.org/archives/02.1/ochs.pdf
raschke.pdf,https://files.jcrt.org/archives/02.1/raschke.pdf
reinhard_lupton.pdf,https://files.jcrt.org/archives/02.1/reinhard_lupton.pdf
sugimoto.pdf,https://files.jcrt.org/archives/02.1/sugimoto.pdf
taylor.pdf,https://files.jcrt.org/archives/02.1/taylor.pdf
altizer.pdf,https://files.jcrt.org/archives/02.2/altizer.pdf
arnold.pdf,https://files.jcrt.org/archives/02.2/arnold.pdf
elias.pdf,https://files.jcrt.org/archives/02.2/elias.pdf
majer.pdf,https://files.jcrt.org/archives/02.2/majer.pdf
robbins.pdf,https://files.jcrt.org/archives/02.2/robbins.pdf
tatusko.pdf,https://files.jcrt.org/archives/02.2/tatusko.pdf
taylor.pdf,https://files.jcrt.org/archives/02.2/taylor.pdf
taylor_raschke.pdf,https://files.jcrt.org/archives/02.2/taylor_raschke.pdf
cha.pdf,https://files.jcrt.org/archives/02.3/cha.pdf
crockett.pdf,https://files.jcrt.org/archives/02.3/crockett.pdf
hale.pdf,https://files.jcrt.org/archives/02.3/hale.pdf
katchen.pdf,https://files.jcrt.org/archives/02.3/katchen.pdf
lakeland.pdf,https://files.jcrt.org/archives/02.3/lakeland.pdf
magee.pdf,https://files.jcrt.org/archives/02.3/magee.pdf
mccullough.pdf,https://files.jcrt.org/archives/02.3/mccullough.pdf
ronan.pdf,https://files.jcrt.org/archives/02.3/ronan.pdf
takim.pdf,https://files.jcrt.org/archives/02.3/takim.pdf
weiss.pdf,https://files.jcrt.org/archives/02.3/weiss.pdf
anderson.pdf,https://files.jcrt.org/archives/03.1/anderson.pdf
dean.pdf,https://files.jcrt.org/archives/03.1/dean.pdf
gooch.pdf,https://files.jcrt.org/archives/03.1/gooch.pdf
keuss.pdf,https://files.jcrt.org/archives/03.1/keuss.pdf
maccammon.pdf,https://files.jcrt.org/archives/03.1/maccammon.pdf
raschke.pdf,https://files.jcrt.org/archives/03.1/raschke.pdf
stone.pdf,https://files.jcrt.org/archives/03.1/stone.pdf
caputo_raschke.pdf,https://files.jcrt.org/archives/03.2/caputo_raschke.pdf
grimshaw.pdf,https://files.jcrt.org/archives/03.2/grimshaw.pdf
hale.pdf,https://files.jcrt.org/archives/03.2/hale.pdf
hyman.pdf,https://files.jcrt.org/archives/03.2/hyman.pdf
katz.pdf,https://files.jcrt.org/archives/03.2/katz.pdf
